initial_position,initial_velocity,mass,time,location
9753,58,883,19,9082.49
5169,71,11,18,4856.16
6279,96,746,12,6723.96
7151,3,889,86,-28905.36
7804,55,317,29,5269.69
1608,82,315,71,-17321.31
9293,54,308,69,-10357.510000000002
76,80,782,80,-24948.0
1668,68,785,53,-8520.19
6415,92,279,49,-865.9099999999999
8075,69,438,99,-33216.91
7052,96,172,37,3882.21
5352,46,291,96,-35482.56
8099,31,544,55,-5048.75
4238,81,847,85,-24351.75
4556,18,380,12,4064.96
4067,20,569,31,-31.51000000000022
1038,5,606,26,-2151.1600000000003
5368,98,657,69,-11246.510000000002
7939,21,569,33,3285.01
1900,3,805,22,-410.44000000000005
2276,70,873,20,1712.0
4941,38,200,64,-12738.36
9247,3,856,81,-22724.510000000002
3806,98,503,89,-26364.11
2835,28,458,54,-9970.560000000001
7068,44,713,13,6810.21
1950,15,179,73,-23120.39
4050,86,371,53,-5184.1900000000005
6806,44,568,81,-21844.510000000002
3321,34,430,57,-10693.59
9889,10,907,56,-4948.76
9028,82,330,24,8167.84
7734,90,343,68,-8849.84
6226,10,484,30,2107.0
3685,50,126,4,3806.44
1013,64,53,46,-6432.5599999999995
5783,35,603,53,-6154.1900000000005
9248,1,705,35,3268.25
1265,58,649,40,-4271.0
7934,79,400,10,8233.0
1311,48,209,89,-33309.11
8193,55,792,7,8337.41
1898,19,971,57,-12971.59
4863,88,720,99,-34547.91
7091,65,727,86,-23633.36
614,55,355,33,-2917.99
9541,37,974,11,9353.89
357,54,751,85,-30527.75
9760,88,264,37,6294.21
302,23,960,44,-8191.76
9515,45,115,79,-17573.31
4201,20,850,40,-2855.0
1776,79,672,51,-6965.91
4569,23,111,98,-40332.64
2730,49,504,39,-2827.1100000000006
3486,37,598,98,-40043.64
7953,92,821,63,-5738.790000000001
9254,32,145,77,-17393.39
4757,87,468,59,-7201.709999999999
5116,75,311,94,-31218.760000000002
732,97,141,73,-18352.39
5140,47,776,81,-23267.510000000002
4298,95,311,40,242.0
5581,12,509,91,-33986.71
3934,13,905,8,3723.76
4892,94,734,99,-33924.91
1653,67,471,60,-12003.0
1554,10,879,36,-4449.360000000001
6412,58,812,97,-34160.19
7786,9,267,3,7768.81
4108,19,355,26,1282.8399999999997
4801,78,770,81,-21095.510000000002
195,2,736,70,-23724.0
8875,69,715,23,7864.610000000001
4021,59,802,34,351.03999999999996
4799,5,60,35,-1040.75
4769,90,292,24,4100.84
3345,98,631,83,-22345.989999999998
2310,24,244,37,-3523.79
8408,73,954,64,-7031.360000000001
4319,55,550,95,-34768.75
7248,92,500,37,3930.21
6444,41,703,93,-32209.590000000004
4663,28,981,51,-6679.91
9743,42,92,18,8908.16
6423,28,479,55,-6889.75
3759,84,310,68,-13232.84
1511,32,61,16,766.04
8905,37,328,11,8717.89
1013,41,350,25,-1030.75
700,55,535,90,-34121.0
6949,94,426,57,-3645.59
9784,96,82,56,-237.76000000000022
5490,89,274,55,-4467.75
3692,30,478,84,-28432.96
263,81,519,34,-2658.96
8560,61,763,20,7816.0
8150,71,108,10,8369.0
7658,16,754,58,-7931.240000000002
5530,56,846,83,-23646.989999999998
796,17,164,37,-5296.79
5055,37,269,1,5087.09
5892,85,695,16,5995.04
4598,49,724,82,-24398.840000000004
5018,82,88,55,-5324.75
7784,23,73,93,-32543.590000000004
7095,8,591,8,6844.76
2375,49,177,86,-29725.36
2302,71,33,90,-31079.0
7091,46,718,77,-18478.39
3292,76,633,31,929.4899999999998
8704,56,643,34,4932.04
3800,61,78,27,1867.6099999999997
2718,90,409,54,-6739.560000000001
7327,23,643,78,-20751.440000000002
416,25,492,75,-25327.75
3285,46,324,22,1920.56
6270,42,925,93,-32290.590000000004
4571,95,96,52,-3765.6400000000012
7528,24,529,5,7525.25
120,66,593,45,-6852.75
3855,73,381,32,1163.1599999999999
1987,68,976,76,-21205.16
7415,75,492,33,4543.01
2629,26,240,13,2137.21
7596,6,115,76,-20308.16
1227,7,147,42,-7140.24
7423,52,616,34,3515.04
7105,69,170,50,-1720.0
4949,42,934,41,-1582.710000000001
7435,94,13,59,-4110.709999999999
5143,12,961,6,5038.24
1744,87,147,37,-1758.79
2129,61,966,94,-35521.76
1192,17,661,4,1181.44
4815,37,794,48,-4721.639999999999
9246,51,663,1,9292.09
1676,3,336,60,-15820.0
9518,55,749,56,-2799.76
4348,62,641,46,-3189.5599999999995
8401,42,916,96,-32817.56
3760,87,856,54,-5859.560000000001
8043,62,615,26,6335.84
8866,15,943,57,-6231.59
8172,74,199,70,-10707.0
5520,90,706,4,5801.44
8151,45,283,86,-24293.36
2058,29,51,61,-14443.11
8852,95,888,48,2099.3600000000006
67,21,627,24,-2257.16
477,33,65,61,-15780.11
9952,20,278,78,-18360.440000000002
3460,64,810,81,-23570.510000000002
98,27,632,32,-4065.84
5419,72,491,58,-6922.240000000002
8001,16,240,81,-22917.510000000002
6597,75,142,50,-1928.0
598,18,516,49,-10308.91
9944,25,739,91,-28440.71
1249,94,210,63,-12316.79
3726,93,486,1,3814.09
6768,69,584,61,-7293.110000000001
8627,39,345,12,8387.96
8151,31,593,84,-23889.96
5979,46,562,74,-17504.16
3241,31,301,14,2712.64
233,34,312,92,-38197.24
9295,23,704,59,-6439.709999999999
3805,1,805,31,-882.5100000000002
3896,71,243,17,3684.01
3372,4,133,29,-641.3100000000004
1145,24,462,14,518.64
9396,32,153,8,9337.76
8992,50,992,22,7715.5599999999995
8435,14,54,17,7254.01
4899,17,697,31,707.4899999999998
5355,11,117,67,-15948.990000000002
8499,7,444,92,-32415.239999999998
6329,96,997,18,6466.16
6243,55,515,37,1556.21
4664,14,13,50,-6911.0
9598,70,192,44,3172.24
2806,88,186,89,-28254.11
4981,46,221,90,-30650.0
9177,10,767,64,-10294.36
2167,39,252,19,1135.49
1416,23,370,90,-36285.0
8625,3,452,2,8611.36
2463,59,128,30,-186.0
8013,81,203,4,8258.44
9809,15,853,71,-13877.310000000001
325,16,156,76,-26819.16
9483,57,709,78,-15943.440000000002
3075,94,758,76,-18141.16
4233,96,387,11,4694.89
5223,5,375,37,-1313.79
7461,99,69,12,7941.96
9587,96,548,22,9322.56
5873,84,86,41,1063.289999999999
1519,53,178,16,1110.04
2763,39,438,10,2662.0
1659,38,359,25,-459.75
5542,66,167,28,3540.56
6875,29,880,8,6792.76
4382,4,68,36,-1837.3600000000006
6794,58,415,6,6965.24
3339,37,671,11,3151.89
1715,36,125,59,-13252.71
625,76,984,6,904.24
6880,74,190,76,-15856.16
2891,92,595,63,-10800.79
3754,60,23,35,-160.75
6687,89,955,84,-20481.96
3783,69,105,9,4006.29
6653,83,591,27,5314.61
4334,54,814,81,-23506.510000000002
5563,46,533,75,-18605.75
2078,52,36,53,-8958.19
97,66,998,5,304.25
3373,80,253,65,-12171.75
5836,14,266,8,5633.76
9521,87,737,43,4183.41
6094,78,172,21,5566.6900000000005
8006,75,748,77,-15330.39
7242,32,989,46,-1675.5599999999995
1860,65,318,14,1807.6399999999999
9545,24,519,21,7883.6900000000005
6955,15,280,55,-7072.75
2414,73,845,23,1495.6100000000001
6071,86,293,50,-1904.0
9132,16,793,93,-31846.590000000004
7118,34,839,89,-28748.11
3978,35,40,25,1784.25
4156,36,419,53,-7728.1900000000005
851,29,729,39,-5486.110000000001
8342,55,133,48,-330.6399999999994
1609,29,629,70,-20420.0
4228,18,292,84,-28904.96
5360,69,135,18,5011.16
5474,58,520,66,-12085.96
3927,86,581,41,-800.710000000001
4030,99,153,87,-24520.79
9154,41,151,26,6900.84
8041,63,784,8,8230.76
9173,16,497,96,-34541.56
7241,99,274,80,-16263.0
4141,43,966,59,-10413.71
1489,45,526,90,-34232.0
4707,45,174,9,4714.29
9868,41,202,77,-16086.39
9909,68,710,79,-15362.310000000001
3975,63,424,91,-30951.71
2377,93,66,12,2785.96
4648,92,730,91,-27639.71
2793,30,76,69,-18513.510000000002
5861,85,805,76,-16039.16
5608,97,556,44,370.2399999999998
5789,62,299,73,-15850.39
576,91,341,45,-5271.75
8610,2,144,65,-12004.75
6824,90,910,6,7187.24
9999,8,168,64,-9600.36
5967,92,985,83,-20221.989999999998
6368,54,864,67,-12054.990000000002
2872,81,261,57,-8463.59
3652,74,899,35,227.25
2438,66,581,27,640.6099999999997
4825,56,93,17,4358.01
3041,6,229,71,-21284.31
955,94,762,4,1252.44
7305,6,362,11,6776.89
548,46,373,65,-17206.75
3528,7,625,65,-16761.75
3224,92,617,66,-12091.96
7586,58,11,4,7739.44
3943,39,509,12,3703.96
1785,16,929,45,-7437.75
8379,86,584,9,8755.29
8935,17,137,25,6291.25
7519,68,208,22,6638.5599999999995
9265,59,529,43,2723.41
6439,3,682,64,-13480.36
3506,75,563,5,3758.25
8850,23,572,30,5121.0
3036,27,233,92,-36038.24
8712,70,418,55,-2290.75
4121,82,569,14,4306.64
9076,56,26,63,-6883.790000000001
859,62,346,19,264.49
4759,25,395,47,-4912.1900000000005
3312,81,825,21,2847.69
6034,83,76,67,-10445.990000000002
1040,78,491,91,-32521.71
5140,79,10,97,-33395.19
3616,59,882,44,-3293.76
2284,11,765,75,-24509.75
8103,17,149,96,-35515.56
1249,24,675,84,-31379.96
6756,39,855,30,3507.0
6831,13,48,90,-31770.0
2194,65,181,45,-4823.75
271,57,168,25,-1372.75
6387,80,131,40,1731.0
8548,96,453,23,8158.610000000001
656,73,495,9,915.29
9004,93,768,64,-5155.360000000001
5000,33,109,84,-26872.96
9768,73,593,79,-15108.310000000001
9989,39,155,15,9469.25
2013,88,39,36,-1182.3600000000006
8617,2,53,32,3653.16
6411,61,611,54,-4612.560000000001
8734,75,267,71,-10692.310000000001
2933,92,881,33,622.0100000000002
815,47,121,11,737.89
4037,59,27,91,-31253.71
1168,85,963,76,-20732.16
2071,93,75,77,-19879.39
4342,78,202,84,-23750.96
3449,58,888,46,-4272.5599999999995
1747,94,88,63,-11818.79
7897,50,400,38,2706.96
3092,44,982,51,-7434.91
8982,35,147,25,6788.25
6550,17,965,22,4547.5599999999995
5658,72,602,92,-29276.239999999998
5936,79,224,95,-30871.75
261,69,189,52,-9427.640000000001
2854,32,958,42,-4463.24
8356,6,591,26,5192.84
9957,38,722,83,-20713.989999999998
1138,10,932,51,-11122.91
2253,32,797,50,-8422.0
1911,37,874,75,-22932.75
4452,98,192,32,2560.16
8805,31,967,58,-5914.240000000002
2973,16,899,35,-2481.75
3316,86,52,19,3177.49
1294,76,365,69,-16838.510000000002
3724,31,377,41,-3258.710000000001
7837,6,465,99,-39691.91
7837,59,430,57,-4752.59
2263,85,799,7,2617.41
8197,2,476,94,-34999.76
4148,89,794,42,-775.2399999999998
8093,24,947,89,-28663.11
3157,92,776,67,-12719.990000000002
6086,84,710,89,-25330.11
1820,11,551,67,-19483.99
659,5,613,51,-11856.91
9450,72,746,73,-11459.39
3213,14,650,71,-20544.31
4073,12,141,59,-12310.71
1604,47,225,20,580.0
2261,91,673,94,-32569.760000000002
6629,16,821,48,-3915.6399999999994
9751,3,882,72,-15486.440000000002
2219,35,381,98,-41506.64
7098,78,285,84,-20994.96
9947,97,716,82,-15113.840000000004
7883,43,818,19,6927.49
4674,21,829,53,-8005.1900000000005
5732,83,802,19,5536.49
4844,92,489,71,-13375.310000000001
7325,10,58,53,-5937.1900000000005
7128,37,408,75,-17715.75
1,60,361,35,-3913.75
9087,91,705,71,-9203.310000000001
8488,97,577,56,-1477.7600000000002
6347,19,362,94,-35251.76
8174,31,765,49,-2095.91
2874,49,116,32,-585.8400000000001
9882,55,411,81,-17877.510000000002
4755,19,517,91,-34175.71
1003,70,58,32,-1784.8400000000001
9786,90,968,7,10175.41
3957,57,601,51,-5906.91
5974,32,573,19,4809.49
6267,9,109,2,6265.36
4793,40,681,2,4853.36
5933,19,824,42,-1930.2399999999998
3178,64,707,98,-37705.64
9679,28,900,18,8592.16
8815,83,461,13,9064.21
1374,29,700,14,817.64
6562,63,735,22,5571.5599999999995
9610,75,874,44,3404.24
4031,45,649,87,-29217.79
2604,78,539,48,-4964.639999999999
6534,63,633,19,5958.49
3599,16,945,21,1769.69
1596,21,567,37,-4348.79
6663,61,339,43,207.40999999999985
3598,42,974,97,-38526.19
8512,15,50,74,-17265.16
246,16,741,50,-11229.0
9997,19,440,57,-4872.59
121,9,280,58,-15874.240000000002
6460,15,589,36,636.6399999999994
1328,86,73,84,-26092.96
9762,3,819,57,-6019.59
1447,58,385,41,-4428.710000000001
9659,47,53,14,9354.64
7880,57,412,20,7056.0
6494,13,117,38,-102.03999999999996
1150,89,902,31,-809.5100000000002
3637,77,629,70,-15032.0
3588,85,857,52,-5268.640000000001
6355,55,127,64,-10236.36
2228,1,852,61,-15981.11
5878,81,315,84,-21962.96
3215,75,554,26,1845.8399999999997
1948,43,883,72,-20409.440000000002
3936,47,227,3,4032.81
3573,36,215,30,234.0
3479,62,528,15,3304.25
4782,10,268,54,-8995.560000000001
2149,99,169,31,499.4899999999998
2493,94,212,18,2594.16
8537,40,959,7,8576.41
9768,39,289,53,-1957.1900000000005
5073,66,765,78,-19651.440000000002
616,54,458,67,-17806.99
1036,63,207,6,1237.24
2898,33,133,95,-38279.75
947,10,217,3,932.81
624,5,200,96,-44146.56
9112,77,634,42,3684.76
9531,47,939,98,-33018.64
6849,58,423,95,-31953.75
5319,2,947,21,3195.69
2040,83,730,15,2180.25
1547,51,179,51,-8622.91
1588,57,847,18,1023.1599999999999
6390,11,462,84,-27330.96
469,99,130,96,-35277.56
4152,2,959,27,626.6099999999997
4750,55,370,49,-4343.91
8571,34,396,54,-3910.5600000000013
3286,8,212,2,3282.36
1467,58,531,74,-21128.16
6678,77,366,27,5177.61
9232,94,289,94,-25316.760000000002
3529,19,456,38,-2839.04
2577,72,323,88,-29110.04
9051,71,103,14,9082.64
1855,26,5,64,-16592.36
2453,53,25,38,-2623.04
1737,28,950,47,-7793.1900000000005
4814,36,848,59,-10153.71
4266,90,814,85,-23558.75
8038,8,461,90,-31013.0
5435,83,674,91,-27671.71
5912,46,354,7,5993.41
9564,86,87,39,5449.889999999999
604,25,396,32,-3623.84
6745,78,827,92,-27637.239999999998
4767,90,311,90,-26904.0
8367,58,733,9,8491.29
4685,12,112,72,-19904.440000000002
2986,40,120,84,-28298.96
3474,41,442,63,-13430.79
6576,50,185,56,-6021.76
2342,76,231,86,-27436.36
7190,24,399,96,-35756.56
6646,26,762,38,543.96
1532,29,579,91,-36488.71
2492,57,894,14,2327.64
3585,25,209,80,-25839.0
1575,5,393,16,398.03999999999996
2017,78,478,70,-16582.0
8832,94,657,6,9219.24
269,21,514,46,-9154.56
5549,67,684,27,3778.6099999999997
7303,59,510,39,2135.8899999999994
8698,87,6,87,-20896.79
3829,82,535,4,4078.44
5206,39,609,25,3112.25
7850,51,849,85,-23289.75
7423,22,153,25,4904.25
2972,20,988,22,1035.56
5859,47,729,23,4342.610000000001
8965,97,302,46,3037.4400000000005
9561,31,465,78,-17893.440000000002
5625,62,292,55,-5817.75
2571,38,511,72,-20146.440000000002
5531,23,783,79,-23295.31
4397,26,957,37,-1362.79
3804,19,102,33,-915.9899999999998
6681,6,136,27,3263.6099999999997
9712,55,844,1,9762.09
7409,85,298,66,-8368.96
6429,85,699,30,4560.0
703,85,87,86,-28301.36
8974,90,121,52,377.35999999999876
4603,69,826,58,-7912.240000000002
4595,55,322,75,-18898.75
9342,63,378,39,4330.889999999999
3486,13,832,33,-1431.9899999999998
4338,6,484,6,4197.24
8577,7,451,11,8059.89
1036,86,34,58,-10493.240000000002
7183,4,514,55,-7449.75
3627,13,335,68,-18192.84
620,64,115,9,798.29
1442,11,351,22,-692.44
2368,16,843,13,1746.21
1881,56,116,53,-8943.19
3445,8,471,31,-1025.5100000000002
1601,40,552,18,730.1599999999999
7245,38,191,9,7189.29
6254,18,416,12,5762.96
6734,73,48,98,-33267.64
2933,23,117,19,1597.49
9917,97,612,95,-25180.75
6835,45,706,79,-20253.31
5583,26,194,89,-30995.11
5691,84,995,83,-21161.989999999998
5118,64,530,94,-32250.760000000002
2242,94,545,41,-2157.710000000001
5863,93,207,86,-22453.36
839,39,487,31,-2670.51
9026,26,648,85,-24238.75
3246,23,233,33,-1341.9899999999998
5825,14,58,59,-10440.71
7486,15,286,36,1662.6399999999994
5883,14,761,44,-3006.76
9468,42,114,38,3973.96
9393,53,647,2,9479.36
7760,40,57,72,-14813.440000000002
4374,16,702,6,4293.24
7743,77,737,31,5411.49
6267,16,8,85,-27847.75
8738,4,319,96,-36128.56
8144,79,574,2,8282.36
8299,46,554,39,2624.8899999999994
1503,13,939,97,-43434.19
428,33,392,40,-6108.0
2306,5,197,17,972.01
823,84,994,82,-25303.840000000004
7405,45,892,46,-914.5599999999995
2231,64,565,77,-21952.39
2107,67,807,6,2332.24
8391,84,149,25,7422.25
8825,50,557,15,8470.25
4114,90,99,26,3134.8399999999997
3036,37,928,75,-21807.75
8183,87,119,48,1046.3600000000006
593,67,150,57,-11540.59
3128,29,793,90,-34033.0
4668,33,241,69,-16431.510000000002
5427,49,49,79,-21345.31
5025,3,904,29,982.6899999999996
7534,23,671,24,5257.84
236,89,610,49,-7191.91
3045,33,631,32,-926.8400000000001
6179,38,168,99,-38181.91
5236,43,661,21,3973.69
8645,81,876,42,3385.76
7999,97,275,33,5853.01
948,8,892,73,-24633.39
4438,86,701,93,-30030.590000000004
4647,97,848,1,4739.09
2687,71,330,18,2374.16
7764,49,437,78,-18286.440000000002
2374,62,467,29,42.6899999999996
7239,97,240,79,-15741.310000000001
7116,2,848,33,1835.0100000000002
9712,27,888,74,-15177.16
4759,6,875,73,-20968.39
3821,26,86,47,-5803.1900000000005
6958,99,274,16,7285.04
9338,34,613,82,-20888.840000000004
1569,52,966,83,-27939.989999999998
2617,27,899,51,-8776.91
2409,65,44,74,-19668.16
4600,7,246,44,-4597.76
5506,16,47,79,-23873.31
1651,50,999,57,-11451.59
7470,78,604,95,-29432.75
7964,45,662,69,-12307.510000000002
765,70,573,45,-6027.75
5530,65,528,30,3061.0
2191,61,793,38,-2581.04
2909,74,986,17,2748.01
9804,46,80,67,-9154.990000000002
5824,18,214,91,-33197.71
1347,47,244,41,-4979.710000000001
4486,94,778,44,-883.7600000000002
799,51,450,46,-7244.5599999999995
417,56,309,2,509.36
904,47,343,63,-15622.79
7948,83,638,34,5094.04
2379,47,453,93,-35716.590000000004
4280,93,365,63,-9348.79
4426,64,890,34,926.04
3180,53,357,22,1969.56
5072,1,223,2,5054.36
7283,40,119,12,7055.96
883,63,753,27,-995.3900000000003
5857,17,414,61,-11376.11
1794,23,791,70,-20655.0
8033,68,69,83,-20147.989999999998
8102,61,535,57,-4373.59
278,7,238,2,272.36
4238,2,949,32,-725.8400000000001
4898,65,96,74,-17179.16
6654,29,644,9,6517.29
4232,20,275,63,-13995.79
5915,9,240,62,-12401.04
3031,69,472,71,-16821.31
2146,95,426,1,2236.09
4148,50,826,56,-8449.76
4936,89,775,87,-24484.79
9877,53,874,91,-25959.71
8001,16,405,21,6171.6900000000005
8819,74,83,29,6835.69
2926,60,413,81,-24428.510000000002
2327,68,940,90,-31324.0
2039,86,224,86,-26879.36
1827,55,473,66,-15930.96
1814,81,638,51,-6825.91
527,33,284,40,-6009.0
6297,77,2,62,-7803.040000000001
1329,14,591,58,-14376.240000000002
1478,31,403,54,-11165.560000000001
8821,48,17,10,8810.0
568,44,290,8,605.76
5649,26,412,34,857.04
1410,56,642,46,-6403.5599999999995
1281,10,541,17,32.00999999999999
3967,46,900,85,-27597.75
176,86,48,35,-2828.75
5968,90,999,46,-281.5599999999995
7618,41,706,72,-14883.440000000002
801,70,572,91,-33488.71
7513,54,774,35,3388.25
2587,93,17,7,2997.41
9305,19,864,95,-33202.75
4870,64,34,40,-426.0
6530,61,586,4,6695.44
5567,79,561,98,-33846.64
3935,66,577,86,-26703.36
7132,53,384,67,-11357.990000000002
2956,97,447,32,1032.1599999999999
8402,28,848,13,7936.21
332,38,796,94,-39480.76
9797,62,734,64,-6346.360000000001
6100,11,976,51,-6109.91
4876,78,105,28,3210.56
886,34,413,57,-13128.59
9629,96,979,31,7886.49
7635,44,142,46,-730.5599999999995
1570,51,191,85,-29569.75
3607,28,453,69,-17837.510000000002
8866,72,913,85,-20488.75
5983,9,523,75,-20960.75
5512,42,109,77,-20365.39
2849,65,7,54,-7958.560000000001
7175,90,449,50,-600.0
1508,69,639,96,-37118.56
5926,6,120,80,-25018.0
2867,36,119,66,-16144.96
1629,35,400,15,1049.25
9382,47,434,10,9361.0
9562,44,268,96,-31464.559999999998
2977,70,619,91,-31312.71
5728,32,684,65,-12936.75
6503,51,944,78,-19391.440000000002
6250,9,979,21,4273.6900000000005
2714,24,256,48,-7446.639999999999
799,62,373,83,-27879.989999999998
6762,47,261,21,5583.6900000000005
7963,2,850,49,-3727.91
5266,33,372,79,-22770.31
5310,3,26,17,3942.01
9883,30,716,59,-5438.709999999999
2289,81,520,92,-31817.239999999998
1286,2,707,20,-638.0
4728,11,478,95,-38539.75
5733,86,447,81,-19515.510000000002
7888,72,815,27,6252.61
8681,89,148,77,-13577.39
5146,45,822,77,-20500.39
5595,8,803,53,-7773.1900000000005
6827,11,570,10,6446.0
5940,34,931,41,-919.710000000001
267,38,395,70,-21132.0
4071,83,898,3,4275.81
8223,14,141,30,4224.0
4135,18,814,71,-19338.31
6230,97,341,70,-11039.0
356,55,329,74,-22461.16
1589,49,338,82,-27407.840000000004
3402,45,930,75,-20841.75
7082,81,518,37,3357.21
5221,65,311,34,1755.04
1217,54,896,98,-40646.64
9803,1,727,99,-38220.91
7863,32,879,65,-10801.75
5037,63,460,29,2734.6899999999996
885,30,261,98,-43330.64
3154,65,619,17,2840.01
3061,10,665,83,-29933.989999999998
9097,82,43,58,-2664.2400000000016
6327,68,178,97,-33275.19
8016,1,366,50,-4209.0
1414,86,640,56,-9167.76
8352,89,870,23,7801.610000000001
5347,50,436,32,1919.1599999999999
5826,65,522,70,-13683.0
3426,64,419,87,-28169.79
385,63,597,26,-1296.1600000000003
7169,82,826,22,6596.5599999999995
8361,8,622,70,-15138.0
1967,24,252,61,-14839.11
6562,57,673,30,3853.0
5628,23,839,62,-11820.04
4642,98,987,49,-2344.91
4051,7,372,7,3859.41
7591,39,976,86,-25369.36
7522,32,103,22,5849.5599999999995
2220,87,194,14,2475.64
1269,75,372,94,-35065.76
9829,3,785,61,-8258.11
7602,32,917,70,-14217.0
